Data Download from NCSES Interactive Data Tool

Filters,Selected values
"Institution Name","Columbia Univ in the City of New York, Columbia University in the City of New York"

,,,"<measures>","Graduate Students by Demographic Characteristics and Enrollment",
"2000","Columbia Univ in the City of New York","Civil engineering","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","39",
"2000","Columbia Univ in the City of New York","Computer sciences","Total for selected values","176",
"2000","Columbia Univ in the City of New York","Computer sciences","Foreign nationals","75",
"2000","Columbia Univ in the City of New York","Computer sciences","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","101",
"2000","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences not elsewhere classified","Total for selected values","36",
"2000","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences not elsewhere classified","Foreign nationals","23",
"2000","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences not elsewhere classified","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","13",
"2000","Columbia Univ in the City of New York","Economics (except agricultural)","Total for selected values","130",
"2000","Columbia Univ in the City of New York","Economics (except agricultural)","Foreign nationals","99",
"2000","Columbia Univ in the City of New York","Economics (except agricultural)","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","31",
"2000","Columbia Univ in the City of New York","Electrical engineering","Total for selected values","195",
"2000","Columbia Univ in the City of New York","Electrical engineering","Foreign nationals","143",
"2000","Columbia Univ in the City of New York","Electrical engineering","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","52",
"2000","Columbia Univ in the City of New York","Engineering science, mechanics, and physics","Total for selected values","83",
"2000","Columbia Univ in the City of New York","Engineering science, mechanics, and physics","Foreign nationals","38",
"2000","Columbia Univ in the City of New York","Engineering science, mechanics, and physics","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","45",
"2000","Columbia Univ in the City of New York","Genetics","Total for selected values","45",
"2000","Columbia Univ in the City of New York","Genetics","Foreign nationals","17",
"2000","Columbia Univ in the City of New York","Genetics","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","28",
"2000","Columbia Univ in the City of New York","Geosciences","Total for selected values","84",
"2000","Columbia Univ in the City of New York","Geosciences","Foreign nationals","29",
"2000","Columbia Univ in the City of New York","Geosciences","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","55",
"2000","Columbia Univ in the City of New York","Industrial and manufacturing engineering","Total for selected values","168",
"2000","Columbia Univ in the City of New York","Industrial and manufacturing engineering","Foreign nationals","126",
"2000","Columbia Univ in the City of New York","Industrial and manufacturing engineering","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","42",
"2000","Columbia Univ in the City of New York","Mathematics and applied mathematics","Total for selected values","87",
"2000","Columbia Univ in the City of New York","Mathematics and applied mathematics","Foreign nationals","45",
"2000","Columbia Univ in the City of New York","Mathematics and applied mathematics","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","42",
"2000","Columbia Univ in the City of New York","Mechanical engineering","Total for selected values","62",
"2000","Columbia Univ in the City of New York","Mechanical engineering","Foreign nationals","39",
"2000","Columbia Univ in the City of New York","Mechanical engineering","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","23",
"2000","Columbia Univ in the City of New York","Microbiology, immunology, and virology","Total for selected values","29",
"2000","Columbia Univ in the City of New York","Microbiology, immunology, and virology","Foreign nationals","3",
"2000","Columbia Univ in the City of New York","Microbiology, immunology, and virology","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","26",
"2000","Columbia Univ in the City of New York","Nutrition","Total for selected values","31",
"2000","Columbia Univ in the City of New York","Nutrition","Foreign nationals","12",
"2000","Columbia Univ in the City of New York","Nutrition","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","19",
"2000","Columbia Univ in the City of New York","Other health not elsewhere classified","Total for selected values","96",
"2000","Columbia Univ in the City of New York","Other health not elsewhere classified","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","96",
"2000","Columbia Univ in the City of New York","Pharmacology and toxicology","Total for selected values","20",
"2000","Columbia Univ in the City of New York","Pharmacology and toxicology","Foreign nationals","5",
"2000","Columbia Univ in the City of New York","Pharmacology and toxicology","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","15",
"2000","Columbia Univ in the City of New York","Physics","Total for selected values","98",
"2000","Columbia Univ in the City of New York","Physics","Foreign nationals","65",
"2000","Columbia Univ in the City of New York","Physics","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","33",
"2000","Columbia Univ in the City of New York","Physiology","Total for selected values","6",
"2000","Columbia Univ in the City of New York","Physiology","Foreign nationals","4",
"2000","Columbia Univ in the City of New York","Physiology","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","2",
"2000","Columbia Univ in the City of New York","Political science and government","Total for selected values","237",
"2000","Columbia Univ in the City of New York","Political science and government","Foreign nationals","90",
"2000","Columbia Univ in the City of New York","Political science and government","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","147",
"2000","Columbia Univ in the City of New York","Social sciences not elsewhere classified","Total for selected values","33",
"2000","Columbia Univ in the City of New York","Social sciences not elsewhere classified","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","33",
"2000","Columbia Univ in the City of New York","Sociology","Total for selected values","92",
"2000","Columbia Univ in the City of New York","Sociology","Foreign nationals","41",
"2000","Columbia Univ in the City of New York","Sociology","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","51",
"2000","Columbia Univ in the City of New York","Statistics","Total for selected values","47",
"2000","Columbia Univ in the City of New York","Statistics","Foreign nationals","31",
"2000","Columbia Univ in the City of New York","Statistics","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","16",
"1999","Total for selected values","Total for selected values","Total for selected values","2,333",
"1999","Columbia Univ in the City of New York","Total for selected values","Total for selected values","2,333",
"1999","Columbia Univ in the City of New York","Anatomy","Total for selected values","19",
"1999","Columbia Univ in the City of New York","Anatomy","Foreign nationals","8",
"1999","Columbia Univ in the City of New York","Anatomy","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","11",
"1999","Columbia Univ in the City of New York","Anthropology","Total for selected values","149",
"1999","Columbia Univ in the City of New York","Anthropology","Foreign nationals","32",
"1999","Columbia Univ in the City of New York","Anthropology","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","117",
"1999","Columbia Univ in the City of New York","Astronomy and astrophysics","Total for selected values","14",
"1999","Columbia Univ in the City of New York","Astronomy and astrophysics","Foreign nationals","8",
"1999","Columbia Univ in the City of New York","Astronomy and astrophysics","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","6",
"1999","Columbia Univ in the City of New York","Biochemistry","Total for selected values","40",
"1999","Columbia Univ in the City of New York","Biochemistry","Foreign nationals","17",
"1999","Columbia Univ in the City of New York","Biochemistry","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","23",
"1999","Columbia Univ in the City of New York","Biology","Total for selected values","70",
"1999","Columbia Univ in the City of New York","Biology","Foreign nationals","39",
"1999","Columbia Univ in the City of New York","Biology","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","31",
"1999","Columbia Univ in the City of New York","Biometry and epidemiology","Total for selected values","216",
"1999","Columbia Univ in the City of New York","Biometry and epidemiology","Foreign nationals","1",
"1999","Columbia Univ in the City of New York","Biometry and epidemiology","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","215",
"1999","Columbia Univ in the City of New York","Chemistry","Total for selected values","84",
"1999","Columbia Univ in the City of New York","Chemistry","Foreign nationals","35",
"1999","Columbia Univ in the City of New York","Chemistry","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","49",
"1999","Columbia Univ in the City of New York","Civil engineering","Total for selected values","61",
"1999","Columbia Univ in the City of New York","Civil engineering","Foreign nationals","22",
"1999","Columbia Univ in the City of New York","Civil engineering","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","39",
"1999","Columbia Univ in the City of New York","Computer sciences","Total for selected values","176",
"1999","Columbia Univ in the City of New York","Computer sciences","Foreign nationals","75",
"1999","Columbia Univ in the City of New York","Computer sciences","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","101",
"1999","Columbia Univ in the City of New York","Economics (except agricultural)","Total for selected values","128",
"1999","Columbia Univ in the City of New York","Economics (except agricultural)","Foreign nationals","97",
"1999","Columbia Univ in the City of New York","Economics (except agricultural)","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","31",
"1999","Columbia Univ in the City of New York","Electrical engineering","Total for selected values","186",
"1999","Columbia Univ in the City of New York","Electrical engineering","Foreign nationals","114",
"1999","Columbia Univ in the City of New York","Electrical engineering","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","72",
"1999","Columbia Univ in the City of New York","Engineering science, mechanics, and physics","Total for selected values","55",
"1999","Columbia Univ in the City of New York","Engineering science, mechanics, and physics","Foreign nationals","27",
"1999","Columbia Univ in the City of New York","Engineering science, mechanics, and physics","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","28",
"1999","Columbia Univ in the City of New York","Genetics","Total for selected values","45",
"1999","Columbia Univ in the City of New York","Genetics","Foreign nationals","17",
"1999","Columbia Univ in the City of New York","Genetics","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","28",
"1999","Columbia Univ in the City of New York","Geosciences","Total for selected values","90",
"1999","Columbia Univ in the City of New York","Geosciences","Foreign nationals","31",
"1999","Columbia Univ in the City of New York","Geosciences","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","59",
"1999","Columbia Univ in the City of New York","Industrial and manufacturing engineering","Total for selected values","137",
"1999","Columbia Univ in the City of New York","Industrial and manufacturing engineering","Foreign nationals","97",
"1999","Columbia Univ in the City of New York","Industrial and manufacturing engineering","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","40",
"1999","Columbia Univ in the City of New York","Mathematics and applied mathematics","Total for selected values","77",
"1999","Columbia Univ in the City of New York","Mathematics and applied mathematics","Foreign nationals","37",
"1999","Columbia Univ in the City of New York","Mathematics and applied mathematics","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","40",
"1999","Columbia Univ in the City of New York","Mechanical engineering","Total for selected values","74",
"1999","Columbia Univ in the City of New York","Mechanical engineering","Foreign nationals","44",
"1999","Columbia Univ in the City of New York","Mechanical engineering","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","30",
"1999","Columbia Univ in the City of New York","Microbiology, immunology, and virology","Total for selected values","32",
"1999","Columbia Univ in the City of New York","Microbiology, immunology, and virology","Foreign nationals","4",
"1999","Columbia Univ in the City of New York","Microbiology, immunology, and virology","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","28",
"1999","Columbia Univ in the City of New York","Mining engineering","Total for selected values","92",
"1999","Columbia Univ in the City of New York","Mining engineering","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","92",
"1999","Columbia Univ in the City of New York","Nutrition","Total for selected values","31",
"1999","Columbia Univ in the City of New York","Nutrition","Foreign nationals","12",
"1999","Columbia Univ in the City of New York","Nutrition","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","19",
"1999","Columbia Univ in the City of New York","Pharmacology and toxicology","Total for selected values","19",
"1999","Columbia Univ in the City of New York","Pharmacology and toxicology","Foreign nationals","7",
"1999","Columbia Univ in the City of New York","Pharmacology and toxicology","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","12",
"1999","Columbia Univ in the City of New York","Physics","Total for selected values","89",
"1999","Columbia Univ in the City of New York","Physics","Foreign nationals","60",
"1999","Columbia Univ in the City of New York","Physics","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","29",
"1999","Columbia Univ in the City of New York","Physiology","Total for selected values","5",
"1999","Columbia Univ in the City of New York","Physiology","Foreign nationals","2",
"1999","Columbia Univ in the City of New York","Physiology","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","3",
"1999","Columbia Univ in the City of New York","Political science and government","Total for selected values","237",
"1999","Columbia Univ in the City of New York","Political science and government","Foreign nationals","90",
"1999","Columbia Univ in the City of New York","Political science and government","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","147",
"1999","Columbia Univ in the City of New York","Psychology, general","Total for selected values","28",
"1999","Columbia Univ in the City of New York","Psychology, general","Foreign nationals","8",
"1999","Columbia Univ in the City of New York","Psychology, general","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","20",
"1999","Columbia Univ in the City of New York","Social sciences not elsewhere classified","Total for selected values","33",
"1999","Columbia Univ in the City of New York","Social sciences not elsewhere classified","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","33",
"1999","Columbia Univ in the City of New York","Sociology","Total for selected values","99",
"1999","Columbia Univ in the City of New York","Sociology","Foreign nationals","42",
"1999","Columbia Univ in the City of New York","Sociology","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","57",
"1999","Columbia Univ in the City of New York","Statistics","Total for selected values","47",
"1999","Columbia Univ in the City of New York","Statistics","Foreign nationals","31",
"1999","Columbia Univ in the City of New York","Statistics","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","16",
"1998","Total for selected values","Total for selected values","Total for selected values","2,419",
"1998","Columbia Univ in the City of New York","Total for selected values","Total for selected values","2,419",
"1998","Columbia Univ in the City of New York","Anatomy","Total for selected values","21",
"1998","Columbia Univ in the City of New York","Anatomy","Foreign nationals","11",
"1998","Columbia Univ in the City of New York","Anatomy","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","10",
"1998","Columbia Univ in the City of New York","Anthropology","Total for selected values","153",
"1998","Columbia Univ in the City of New York","Anthropology","Foreign nationals","35",
"1998","Columbia Univ in the City of New York","Anthropology","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","118",
"1998","Columbia Univ in the City of New York","Astronomy and astrophysics","Total for selected values","12",
"1998","Columbia Univ in the City of New York","Astronomy and astrophysics","Foreign nationals","6",
"1998","Columbia Univ in the City of New York","Astronomy and astrophysics","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","6",
"1998","Columbia Univ in the City of New York","Biochemistry","Total for selected values","39",
"1998","Columbia Univ in the City of New York","Biochemistry","Foreign nationals","14",
"1998","Columbia Univ in the City of New York","Biochemistry","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","25",
"1998","Columbia Univ in the City of New York","Biology","Total for selected values","68",
"1998","Columbia Univ in the City of New York","Biology","Foreign nationals","53",
"1998","Columbia Univ in the City of New York","Biology","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","15",
"1998","Columbia Univ in the City of New York","Biometry and epidemiology","Total for selected values","200",
"1998","Columbia Univ in the City of New York","Biometry and epidemiology","Foreign nationals","17",
"1998","Columbia Univ in the City of New York","Biometry and epidemiology","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","183",
"1998","Columbia Univ in the City of New York","Chemistry","Total for selected values","93",
"1998","Columbia Univ in the City of New York","Chemistry","Foreign nationals","45",
"1998","Columbia Univ in the City of New York","Chemistry","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","48",
"1998","Columbia Univ in the City of New York","Civil engineering","Total for selected values","70",
"1998","Columbia Univ in the City of New York","Civil engineering","Foreign nationals","24",
"1998","Columbia Univ in the City of New York","Civil engineering","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","46",
"1998","Columbia Univ in the City of New York","Computer sciences","Total for selected values","133",
"1998","Columbia Univ in the City of New York","Computer sciences","Foreign nationals","59",
"1998","Columbia Univ in the City of New York","Computer sciences","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","74",
"1998","Columbia Univ in the City of New York","Economics (except agricultural)","Total for selected values","134",
"1998","Columbia Univ in the City of New York","Economics (except agricultural)","Foreign nationals","94",
"1998","Columbia Univ in the City of New York","Economics (except agricultural)","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","40",
"1998","Columbia Univ in the City of New York","Electrical engineering","Total for selected values","217",
"1998","Columbia Univ in the City of New York","Electrical engineering","Foreign nationals","157",
"1998","Columbia Univ in the City of New York","Electrical engineering","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","60",
"1998","Columbia Univ in the City of New York","Engineering science, mechanics, and physics","Total for selected values","59",
"1998","Columbia Univ in the City of New York","Engineering science, mechanics, and physics","Foreign nationals","27",
"1998","Columbia Univ in the City of New York","Engineering science, mechanics, and physics","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","32",
"1998","Columbia Univ in the City of New York","Genetics","Total for selected values","44",
"1998","Columbia Univ in the City of New York","Genetics","Foreign nationals","23",
"1998","Columbia Univ in the City of New York","Genetics","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","21",
"1998","Columbia Univ in the City of New York","Geosciences","Total for selected values","95",
"1998","Columbia Univ in the City of New York","Geosciences","Foreign nationals","34",
"1998","Columbia Univ in the City of New York","Geosciences","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","61",
"1998","Columbia Univ in the City of New York","Industrial and manufacturing engineering","Total for selected values","119",
"1998","Columbia Univ in the City of New York","Industrial and manufacturing engineering","Foreign nationals","82",
"1998","Columbia Univ in the City of New York","Industrial and manufacturing engineering","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","37",
"1998","Columbia Univ in the City of New York","Mathematics and applied mathematics","Total for selected values","68",
"1998","Columbia Univ in the City of New York","Mathematics and applied mathematics","Foreign nationals","38",
"1998","Columbia Univ in the City of New York","Mathematics and applied mathematics","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","30",
"1998","Columbia Univ in the City of New York","Mechanical engineering","Total for selected values","75",
"1998","Columbia Univ in the City of New York","Mechanical engineering","Foreign nationals","39",
"1998","Columbia Univ in the City of New York","Mechanical engineering","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","36",
"1998","Columbia Univ in the City of New York","Microbiology, immunology, and virology","Total for selected values","26",
"1998","Columbia Univ in the City of New York","Microbiology, immunology, and virology","Foreign nationals","4",
"1998","Columbia Univ in the City of New York","Microbiology, immunology, and virology","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","22",
"1998","Columbia Univ in the City of New York","Mining engineering","Total for selected values","83",
"1998","Columbia Univ in the City of New York","Mining engineering","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","83",
"1998","Columbia Univ in the City of New York","Nutrition","Total for selected values","24",
"1998","Columbia Univ in the City of New York","Nutrition","Foreign nationals","9",
"1998","Columbia Univ in the City of New York","Nutrition","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","15",
"1998","Columbia Univ in the City of New York","Pharmacology and toxicology","Total for selected values","20",
"1998","Columbia Univ in the City of New York","Pharmacology and toxicology","Foreign nationals","5",
"1998","Columbia Univ in the City of New York","Pharmacology and toxicology","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","15",
"1998","Columbia Univ in the City of New York","Physics","Total for selected values","91",
"1998","Columbia Univ in the City of New York","Physics","Foreign nationals","62",
"1998","Columbia Univ in the City of New York","Physics","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","29",
"1998","Columbia Univ in the City of New York","Physiology","Total for selected values","5",
"1998","Columbia Univ in the City of New York","Physiology","Foreign nationals","1",
"1998","Columbia Univ in the City of New York","Physiology","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","4",
"1998","Columbia Univ in the City of New York","Political science and government","Total for selected values","321",
"1998","Columbia Univ in the City of New York","Political science and government","Foreign nationals","100",
"1998","Columbia Univ in the City of New York","Political science and government","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","221",
"1998","Columbia Univ in the City of New York","Psychology, general","Total for selected values","29",
"1998","Columbia Univ in the City of New York","Psychology, general","Foreign nationals","9",
"1998","Columbia Univ in the City of New York","Psychology, general","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","20",
"1998","Columbia Univ in the City of New York","Social sciences not elsewhere classified","Total for selected values","40",
"1998","Columbia Univ in the City of New York","Social sciences not elsewhere classified","Foreign nationals","7",
"1998","Columbia Univ in the City of New York","Social sciences not elsewhere classified","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","33",
"1998","Columbia Univ in the City of New York","Sociology","Total for selected values","100",
"1998","Columbia Univ in the City of New York","Sociology","Foreign nationals","43",
"1998","Columbia Univ in the City of New York","Sociology","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","57",
"1998","Columbia Univ in the City of New York","Statistics","Total for selected values","80",
"1998","Columbia Univ in the City of New York","Statistics","Foreign nationals","45",
"1998","Columbia Univ in the City of New York","Statistics","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","35",
"1997","Total for selected values","Total for selected values","Total for selected values","2,389",
"1997","Columbia Univ in the City of New York","Total for selected values","Total for selected values","2,389",
"1997","Columbia Univ in the City of New York","Anatomy","Total for selected values","20",
"1997","Columbia Univ in the City of New York","Anatomy","Foreign nationals","11",
"1997","Columbia Univ in the City of New York","Anatomy","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","9",
"1997","Columbia Univ in the City of New York","Anthropology","Total for selected values","132",
"1997","Columbia Univ in the City of New York","Anthropology","Foreign nationals","24",
"1997","Columbia Univ in the City of New York","Anthropology","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","108",
"1997","Columbia Univ in the City of New York","Astronomy and astrophysics","Total for selected values","14",
"1997","Columbia Univ in the City of New York","Astronomy and astrophysics","Foreign nationals","3",
"1997","Columbia Univ in the City of New York","Astronomy and astrophysics","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","11",
"1997","Columbia Univ in the City of New York","Biochemistry","Total for selected values","41",
"1997","Columbia Univ in the City of New York","Biochemistry","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","41",
"1997","Columbia Univ in the City of New York","Biology","Total for selected values","68",
"1997","Columbia Univ in the City of New York","Biology","Foreign nationals","41",
"1997","Columbia Univ in the City of New York","Biology","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","27",
"1997","Columbia Univ in the City of New York","Biometry and epidemiology","Total for selected values","208",
"1997","Columbia Univ in the City of New York","Biometry and epidemiology","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","208",
"1997","Columbia Univ in the City of New York","Cell and molecular biology","Total for selected values","74",
"1997","Columbia Univ in the City of New York","Cell and molecular biology","Foreign nationals","21",
"1997","Columbia Univ in the City of New York","Cell and molecular biology","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","53",
"1997","Columbia Univ in the City of New York","Chemical engineering","Total for selected values","53",
"1997","Columbia Univ in the City of New York","Chemical engineering","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","53",
"1997","Columbia Univ in the City of New York","Chemistry","Total for selected values","103",
"1997","Columbia Univ in the City of New York","Chemistry","Foreign nationals","46",
"1997","Columbia Univ in the City of New York","Chemistry","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","57",
"1997","Columbia Univ in the City of New York","Civil engineering","Total for selected values","74",
"1997","Columbia Univ in the City of New York","Civil engineering","Foreign nationals","23",
"1997","Columbia Univ in the City of New York","Civil engineering","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","51",
"1997","Columbia Univ in the City of New York","Computer sciences","Total for selected values","86",
"1997","Columbia Univ in the City of New York","Computer sciences","Foreign nationals","40",
"1997","Columbia Univ in the City of New York","Computer sciences","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","46",
"1997","Columbia Univ in the City of New York","Economics (except agricultural)","Total for selected values","129",
"1997","Columbia Univ in the City of New York","Economics (except agricultural)","Foreign nationals","95",
"1997","Columbia Univ in the City of New York","Economics (except agricultural)","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","34",
"1997","Columbia Univ in the City of New York","Electrical engineering","Total for selected values","208",
"1997","Columbia Univ in the City of New York","Electrical engineering","Foreign nationals","146",
"1997","Columbia Univ in the City of New York","Electrical engineering","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","62",
"1997","Columbia Univ in the City of New York","Engineering science, mechanics, and physics","Total for selected values","61",
"1997","Columbia Univ in the City of New York","Engineering science, mechanics, and physics","Foreign nationals","25",
"1997","Columbia Univ in the City of New York","Engineering science, mechanics, and physics","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","36",
"1997","Columbia Univ in the City of New York","Genetics","Total for selected values","44",
"1997","Columbia Univ in the City of New York","Genetics","Foreign nationals","21",
"1997","Columbia Univ in the City of New York","Genetics","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","23",
"1997","Columbia Univ in the City of New York","Geosciences","Total for selected values","87",
"1997","Columbia Univ in the City of New York","Geosciences","Foreign nationals","34",
"1997","Columbia Univ in the City of New York","Geosciences","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","53",
"1997","Columbia Univ in the City of New York","Industrial and manufacturing engineering","Total for selected values","100",
"1997","Columbia Univ in the City of New York","Industrial and manufacturing engineering","Foreign nationals","71",
"1997","Columbia Univ in the City of New York","Industrial and manufacturing engineering","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","29",
"1997","Columbia Univ in the City of New York","Mathematics and applied mathematics","Total for selected values","59",
"1997","Columbia Univ in the City of New York","Mathematics and applied mathematics","Foreign nationals","38",
"1997","Columbia Univ in the City of New York","Mathematics and applied mathematics","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","21",
"1997","Columbia Univ in the City of New York","Mechanical engineering","Total for selected values","90",
"1997","Columbia Univ in the City of New York","Mechanical engineering","Foreign nationals","28",
"1997","Columbia Univ in the City of New York","Mechanical engineering","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","62",
"1997","Columbia Univ in the City of New York","Microbiology, immunology, and virology","Total for selected values","33",
"1997","Columbia Univ in the City of New York","Microbiology, immunology, and virology","Foreign nationals","7",
"1997","Columbia Univ in the City of New York","Microbiology, immunology, and virology","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","26",
"1997","Columbia Univ in the City of New York","Mining engineering","Total for selected values","83",
"1997","Columbia Univ in the City of New York","Mining engineering","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","83",
"1997","Columbia Univ in the City of New York","Nutrition","Total for selected values","26",
"1997","Columbia Univ in the City of New York","Nutrition","Foreign nationals","7",
"1997","Columbia Univ in the City of New York","Nutrition","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","19",
"1997","Columbia Univ in the City of New York","Obstetrics and gynot elsewhere classifiedology","Total for selected values","4",
"1997","Columbia Univ in the City of New York","Obstetrics and gynot elsewhere classifiedology","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","4",
"1997","Columbia Univ in the City of New York","Pathology","Total for selected values","19",
"1997","Columbia Univ in the City of New York","Pathology","Foreign nationals","6",
"1997","Columbia Univ in the City of New York","Pathology","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","13",
"1997","Columbia Univ in the City of New York","Pharmacology and toxicology","Total for selected values","17",
"1997","Columbia Univ in the City of New York","Pharmacology and toxicology","Foreign nationals","6",
"1997","Columbia Univ in the City of New York","Pharmacology and toxicology","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","11",
"1997","Columbia Univ in the City of New York","Physics","Total for selected values","85",
"1997","Columbia Univ in the City of New York","Physics","Foreign nationals","39",
"1997","Columbia Univ in the City of New York","Physics","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","46",
"1997","Columbia Univ in the City of New York","Physiology","Total for selected values","7",
"1997","Columbia Univ in the City of New York","Physiology","Foreign nationals","4",
"1997","Columbia Univ in the City of New York","Physiology","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","3",
"1997","Columbia Univ in the City of New York","Political science and government","Total for selected values","270",
"1997","Columbia Univ in the City of New York","Political science and government","Foreign nationals","59",
"1997","Columbia Univ in the City of New York","Political science and government","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","211",
"1997","Columbia Univ in the City of New York","Psychology, general","Total for selected values","31",
"1997","Columbia Univ in the City of New York","Psychology, general","Foreign nationals","9",
